combat_nbr,winner,rounds,damage_dealt_Aarakocra Ranger,damage_dealt_Aragorn,damage_dealt_Wyvern,damage_dealt_Orc,turns_survived_Aragorn,turns_survived_Aarakocra Ranger,turns_survived_Orc,turns_survived_Wyvern,actions_used_Aragorn_Disengage,actions_used_Aragorn_Attack,actions_used_Aragorn_Dodge,actions_used_Aragorn_Dash,actions_used_Aarakocra Ranger_Attack,actions_used_Aarakocra Ranger_Dodge,actions_used_Aarakocra Ranger_Dash,actions_used_Aarakocra Ranger_Disengage,actions_used_Orc_Attack,actions_used_Orc_Dash,actions_used_Wyvern_Attack,actions_used_Wyvern_Dash,actions_used_Wyvern_Disengage,actions_used_Wyvern_Dodge,initiative_order_Aragorn,initiative_order_Aarakocra Ranger,initiative_order_Orc,initiative_order_Wyvern,actions_used_Orc_Dodge,actions_used_Orc_Disengage,reactions_used_Wyvern_Opportunity Attack,reactions_used_Orc_Opportunity Attack,attack_count_Aragorn,attack_count_Aarakocra Ranger,attack_count_Orc,attack_count_Wyvern,crit_count_Aragorn,crit_count_Aarakocra Ranger,crit_count_Orc,crit_count_Wyvern,total_crits,turns_no_damage,hp_end_Aragorn,hp_end_Aarakocra Ranger,hp_end_Orc,hp_end_Wyvern,damage_this_round,survival_sequence_Aragorn,survival_sequence_Aarakocra Ranger,survival_sequence_Orc,survival_sequence_Wyvern
77.0,enemies,28,38.0,15.0,88.0,12.0,12.0,28.0,18.0,28.0,,9.0,1.0,2.0,22.0,3.0,3.0,,13.0,1.0,26.0,,,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,,9.0,22.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,45.0,10.0,"[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
78.0,enemies,12,4.0,8.0,41.0,101.0,7.0,12.0,12.0,12.0,,5.0,1.0,1.0,8.0,2.0,1.0,1.0,9.0,2.0,8.0,,3.0,1.0,0.0,1.0,2.0,3.0,,1.0,1.0,1.0,5.0,8.0,20.0,9.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,23.0,40.0,6.0,"[True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
79.0,enemies,16,17.0,33.0,55.0,66.0,8.0,16.0,16.0,16.0,,7.0,1.0,,9.0,2.0,1.0,4.0,15.0,1.0,12.0,3.0,1.0,,0.0,1.0,2.0,3.0,,,1.0,1.0,7.0,9.0,32.0,13.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,16.0,20.0,12.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
80.0,enemies,9,5.0,11.0,29.0,76.0,5.0,9.0,9.0,9.0,1.0,4.0,,,7.0,1.0,1.0,,7.0,,8.0,1.0,,,0.0,1.0,2.0,3.0,,2.0,,,4.0,7.0,14.0,8.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,30.0,54.0,31.0,"[True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
81.0,enemies,24,20.0,26.0,50.0,58.0,18.0,24.0,24.0,24.0,,18.0,,,15.0,4.0,2.0,3.0,16.0,2.0,16.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,18.0,15.0,34.0,17.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,41.0,11.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
82.0,enemies,17,19.0,18.0,71.0,35.0,10.0,17.0,17.0,17.0,1.0,5.0,2.0,2.0,16.0,,1.0,,10.0,4.0,12.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,,5.0,16.0,20.0,13.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,60.0,21.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
83.0,enemies,11,12.0,11.0,30.0,64.0,7.0,11.0,11.0,11.0,,6.0,,1.0,10.0,1.0,,,8.0,2.0,10.0,,,1.0,0.0,1.0,2.0,3.0,,1.0,1.0,,6.0,10.0,16.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,21.0,54.0,34.0,"[True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
84.0,enemies,11,15.0,8.0,34.0,74.0,4.0,11.0,11.0,11.0,,4.0,,,7.0,,2.0,2.0,10.0,,9.0,,,2.0,0.0,1.0,2.0,3.0,,1.0,,,4.0,7.0,20.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,56.0,24.0,"[True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
85.0,enemies,9,17.0,12.0,49.0,49.0,5.0,9.0,9.0,9.0,1.0,3.0,1.0,,8.0,,,1.0,8.0,1.0,8.0,,,1.0,0.0,1.0,2.0,3.0,,,,,3.0,8.0,16.0,8.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,23.0,48.0,34.0,"[True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
86.0,enemies,13,16.0,27.0,53.0,56.0,9.0,13.0,13.0,13.0,1.0,8.0,,,10.0,1.0,1.0,1.0,9.0,3.0,7.0,3.0,3.0,,0.0,1.0,2.0,3.0,1.0,,1.0,1.0,8.0,10.0,20.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,14.0,39.0,13.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
87.0,enemies,12,17.0,23.0,59.0,48.0,7.0,12.0,12.0,12.0,,7.0,,,11.0,,1.0,,9.0,1.0,10.0,1.0,1.0,,0.0,1.0,2.0,3.0,,2.0,1.0,1.0,7.0,11.0,20.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,32.0,20.0,"[True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
88.0,enemies,12,21.0,3.0,59.0,64.0,7.0,12.0,12.0,12.0,,6.0,1.0,,9.0,,,3.0,10.0,1.0,7.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,,1.0,1.0,1.0,6.0,9.0,22.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,58.0,18.0,"[True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
89.0,enemies,18,19.0,18.0,49.0,52.0,13.0,18.0,18.0,18.0,1.0,9.0,2.0,1.0,14.0,3.0,1.0,,15.0,2.0,14.0,3.0,1.0,,0.0,1.0,2.0,3.0,1.0,,1.0,,9.0,14.0,30.0,15.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,9.0,54.0,16.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
90.0,enemies,10,6.0,34.0,66.0,42.0,7.0,10.0,10.0,10.0,,7.0,,,7.0,2.0,,1.0,9.0,,8.0,,,2.0,0.0,1.0,2.0,3.0,1.0,,1.0,,7.0,7.0,18.0,9.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,26.0,30.0,24.0,"[True, True, True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
91.0,enemies,23,41.0,8.0,87.0,36.0,11.0,23.0,15.0,23.0,2.0,7.0,,2.0,18.0,2.0,2.0,1.0,11.0,1.0,17.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,18.0,24.0,18.0,0.0,2.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,34.0,19.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
92.0,enemies,16,18.0,26.0,43.0,57.0,9.0,16.0,16.0,16.0,1.0,6.0,1.0,1.0,11.0,1.0,1.0,3.0,14.0,,13.0,,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,11.0,30.0,14.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,10.0,46.0,7.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
93.0,enemies,10,24.0,10.0,32.0,67.0,5.0,10.0,10.0,10.0,,4.0,,1.0,9.0,,1.0,,8.0,2.0,7.0,,1.0,2.0,0.0,1.0,2.0,3.0,,,,,4.0,9.0,16.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,53.0,32.0,"[True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
94.0,enemies,34,42.0,29.0,87.0,12.0,16.0,34.0,12.0,34.0,,14.0,2.0,,31.0,1.0,1.0,1.0,10.0,2.0,26.0,3.0,2.0,3.0,0.0,1.0,2.0,3.0,,,,,14.0,31.0,20.0,26.0,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,30.0,13.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
95.0,enemies,22,39.0,23.0,80.0,15.0,9.0,22.0,12.0,22.0,1.0,8.0,,,17.0,1.0,2.0,2.0,7.0,3.0,15.0,6.0,,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,17.0,14.0,16.0,0.0,3.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,42.0,12.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
96.0,enemies,15,25.0,28.0,17.0,90.0,8.0,15.0,15.0,15.0,1.0,6.0,,1.0,14.0,,1.0,,13.0,1.0,9.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,,1.0,1.0,1.0,6.0,14.0,28.0,10.0,1.0,1.0,3.0,0.0,5.0,2.0,0.0,0.0,9.0,38.0,10.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
97.0,enemies,11,19.0,22.0,48.0,54.0,6.0,11.0,11.0,11.0,,6.0,,,7.0,1.0,2.0,1.0,8.0,1.0,11.0,,,,0.0,1.0,2.0,3.0,2.0,,1.0,,6.0,7.0,16.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0,40.0,24.0,"[True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
98.0,enemies,14,25.0,16.0,61.0,32.0,10.0,14.0,14.0,14.0,2.0,7.0,,1.0,12.0,,1.0,1.0,10.0,2.0,12.0,,,2.0,0.0,1.0,2.0,3.0,2.0,,1.0,,7.0,12.0,20.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,56.0,7.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
99.0,enemies,6,6.0,8.0,18.0,76.0,3.0,6.0,6.0,6.0,,2.0,,1.0,3.0,1.0,1.0,1.0,5.0,,5.0,,,1.0,0.0,1.0,2.0,3.0,,1.0,,,2.0,3.0,10.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,56.0,15.0,"[True, True, True, False, False, False]","[True, True, True, True, True, True]","[True, True, True, True, True, True]","[True, True, True, True, True, True]"
100.0,enemies,15,18.0,14.0,53.0,52.0,7.0,15.0,15.0,15.0,1.0,6.0,,,11.0,1.0,1.0,2.0,12.0,1.0,11.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,,1.0,1.0,6.0,11.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,44.0,7.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
1.0,enemies,10,7.0,22.0,49.0,49.0,6.0,10.0,10.0,10.0,,6.0,,,8.0,1.0,1.0,,7.0,1.0,8.0,1.0,1.0,,0.0,1.0,2.0,3.0,1.0,1.0,,,6.0,8.0,14.0,8.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,30.0,41.0,7.0,"[True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
2.0,enemies,13,23.0,19.0,60.0,55.0,5.0,13.0,13.0,13.0,1.0,4.0,,,11.0,1.0,1.0,,10.0,1.0,10.0,,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,,,4.0,11.0,20.0,10.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,8.0,50.0,28.0,"[True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
3.0,enemies,14,22.0,15.0,47.0,44.0,8.0,14.0,14.0,14.0,2.0,6.0,,,10.0,2.0,1.0,1.0,12.0,1.0,10.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,,,1.0,6.0,10.0,26.0,10.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,42.0,15.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
4.0,enemies,8,1.0,10.0,33.0,61.0,4.0,8.0,8.0,8.0,2.0,2.0,,,6.0,1.0,,1.0,7.0,,5.0,,3.0,,0.0,1.0,2.0,3.0,1.0,,,,2.0,6.0,14.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,59.0,14.0,"[True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]"
5.0,party,29,38.0,65.0,48.0,13.0,29.0,29.0,16.0,29.0,1.0,24.0,,4.0,25.0,3.0,1.0,,16.0,,25.0,3.0,,1.0,0.0,1.0,2.0,3.0,,,,,24.0,25.0,32.0,25.0,2.0,2.0,1.0,1.0,6.0,5.0,0.0,40.0,0.0,0.0,15.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
6.0,enemies,14,28.0,13.0,33.0,70.0,8.0,14.0,14.0,14.0,,5.0,1.0,2.0,12.0,,,2.0,10.0,2.0,9.0,,2.0,3.0,0.0,1.0,2.0,3.0,2.0,,1.0,,5.0,12.0,20.0,10.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,11.0,43.0,20.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
7.0,enemies,20,39.0,24.0,70.0,25.0,10.0,20.0,18.0,20.0,,10.0,,,16.0,1.0,2.0,1.0,12.0,2.0,17.0,1.0,,2.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,,10.0,16.0,24.0,18.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,3.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
8.0,enemies,10,6.0,16.0,40.0,72.0,6.0,10.0,10.0,10.0,,6.0,,,8.0,,,2.0,10.0,,6.0,,2.0,2.0,0.0,1.0,2.0,3.0,,,,,6.0,8.0,20.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,30.0,48.0,16.0,"[True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
9.0,enemies,11,15.0,6.0,49.0,49.0,6.0,11.0,11.0,11.0,2.0,4.0,,,8.0,1.0,2.0,,10.0,,10.0,,1.0,,0.0,1.0,2.0,3.0,,1.0,,,4.0,8.0,20.0,10.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,30.0,49.0,16.0,"[True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
10.0,enemies,17,23.0,7.0,76.0,34.0,10.0,17.0,17.0,17.0,3.0,5.0,,2.0,12.0,2.0,1.0,2.0,14.0,1.0,13.0,1.0,3.0,,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,5.0,12.0,28.0,14.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,12.0,54.0,12.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
11.0,enemies,10,15.0,5.0,64.0,37.0,6.0,10.0,10.0,10.0,1.0,4.0,1.0,,10.0,,,,9.0,,10.0,,,,0.0,1.0,2.0,3.0,1.0,,,,4.0,10.0,18.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,25.0,55.0,15.0,"[True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
12.0,enemies,13,19.0,20.0,36.0,78.0,9.0,13.0,13.0,13.0,2.0,6.0,1.0,,11.0,,,2.0,12.0,,9.0,2.0,,2.0,0.0,1.0,2.0,3.0,,1.0,,1.0,6.0,11.0,26.0,9.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,13.0,39.0,29.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
13.0,enemies,17,8.0,31.0,52.0,39.0,13.0,17.0,17.0,17.0,1.0,12.0,,,14.0,1.0,1.0,1.0,13.0,3.0,12.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,,1.0,1.0,,12.0,14.0,26.0,13.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,15.0,46.0,20.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
14.0,enemies,13,19.0,28.0,33.0,78.0,8.0,13.0,13.0,13.0,,7.0,1.0,,10.0,,3.0,,11.0,,10.0,2.0,,1.0,0.0,1.0,2.0,3.0,1.0,1.0,,1.0,7.0,10.0,24.0,10.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,22.0,31.0,12.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
15.0,enemies,16,25.0,13.0,48.0,55.0,10.0,16.0,16.0,16.0,1.0,7.0,1.0,1.0,15.0,,1.0,,13.0,2.0,12.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,,7.0,15.0,26.0,13.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,9.0,48.0,17.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
16.0,enemies,14,16.0,23.0,63.0,37.0,10.0,14.0,14.0,14.0,2.0,6.0,1.0,1.0,12.0,1.0,,1.0,9.0,2.0,12.0,1.0,,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,,6.0,12.0,18.0,13.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,21.0,37.0,13.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
17.0,enemies,12,15.0,11.0,26.0,71.0,6.0,12.0,12.0,12.0,,6.0,,,11.0,,1.0,,10.0,1.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,,,,6.0,11.0,20.0,8.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,19.0,55.0,14.0,"[True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
18.0,enemies,16,30.0,27.0,57.0,42.0,10.0,16.0,16.0,16.0,1.0,7.0,2.0,,14.0,,2.0,,14.0,,11.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,7.0,14.0,28.0,12.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,38.0,19.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
19.0,enemies,11,11.0,15.0,36.0,64.0,6.0,11.0,11.0,11.0,,5.0,,1.0,7.0,2.0,2.0,,9.0,,10.0,1.0,,,0.0,1.0,2.0,3.0,1.0,1.0,,,5.0,7.0,18.0,10.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,22.0,52.0,4.0,"[True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
20.0,enemies,15,12.0,28.0,32.0,64.0,7.0,15.0,15.0,15.0,,7.0,,,9.0,2.0,2.0,2.0,13.0,1.0,11.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,,,7.0,9.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,30.0,12.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
