combat_nbr,winner,rounds,damage_dealt_Aarakocra Ranger,damage_dealt_Aragorn,damage_dealt_Wyvern,damage_dealt_Orc,turns_survived_Aragorn,turns_survived_Aarakocra Ranger,turns_survived_Orc,turns_survived_Wyvern,actions_used_Aragorn_Disengage,actions_used_Aragorn_Attack,actions_used_Aragorn_Dodge,actions_used_Aragorn_Dash,actions_used_Aarakocra Ranger_Attack,actions_used_Aarakocra Ranger_Dodge,actions_used_Aarakocra Ranger_Dash,actions_used_Aarakocra Ranger_Disengage,actions_used_Orc_Attack,actions_used_Orc_Dash,actions_used_Wyvern_Attack,actions_used_Wyvern_Dash,actions_used_Wyvern_Disengage,actions_used_Wyvern_Dodge,initiative_order_Aragorn,initiative_order_Aarakocra Ranger,initiative_order_Orc,initiative_order_Wyvern,actions_used_Orc_Dodge,actions_used_Orc_Disengage,reactions_used_Wyvern_Opportunity Attack,reactions_used_Orc_Opportunity Attack,attack_count_Aragorn,attack_count_Aarakocra Ranger,attack_count_Orc,attack_count_Wyvern,crit_count_Aragorn,crit_count_Aarakocra Ranger,crit_count_Orc,crit_count_Wyvern,total_crits,turns_no_damage,hp_end_Aragorn,hp_end_Aarakocra Ranger,hp_end_Orc,hp_end_Wyvern,damage_this_round,survival_sequence_Aragorn,survival_sequence_Aarakocra Ranger,survival_sequence_Orc,survival_sequence_Wyvern
59.0,enemies,14,21.0,15.0,61.0,42.0,7.0,14.0,7.0,14.0,,6.0,1.0,,12.0,2.0,,,6.0,,12.0,2.0,,,0.0,1.0,2.0,3.0,,1.0,,,6.0,12.0,12.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,66.0,6.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
60.0,enemies,27,32.0,24.0,66.0,24.0,19.0,27.0,8.0,27.0,3.0,10.0,5.0,1.0,15.0,3.0,6.0,3.0,6.0,1.0,19.0,4.0,4.0,,0.0,1.0,2.0,3.0,,1.0,,,10.0,15.0,12.0,19.0,0.0,1.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,44.0,8.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
61.0,enemies,16,25.0,7.0,57.0,41.0,9.0,16.0,16.0,16.0,2.0,7.0,,,16.0,,,,10.0,,12.0,2.0,2.0,,0.0,1.0,2.0,3.0,5.0,1.0,,,7.0,16.0,20.0,12.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,70.0,12.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
62.0,enemies,23,29.0,16.0,61.0,37.0,11.0,23.0,11.0,23.0,,9.0,1.0,1.0,15.0,2.0,3.0,3.0,6.0,2.0,16.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,,,9.0,15.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,60.0,7.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
63.0,enemies,33,34.0,67.0,65.0,33.0,25.0,33.0,10.0,33.0,1.0,20.0,1.0,3.0,24.0,3.0,2.0,4.0,6.0,,22.0,5.0,3.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,,,20.0,24.0,12.0,22.0,3.0,1.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,25.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
64.0,party,29,44.0,63.0,38.0,12.0,29.0,29.0,9.0,29.0,,23.0,3.0,3.0,23.0,,3.0,3.0,3.0,,21.0,5.0,3.0,,0.0,1.0,2.0,3.0,2.0,4.0,,,23.0,23.0,6.0,21.0,1.0,0.0,0.0,1.0,2.0,4.0,10.0,30.0,0.0,0.0,4.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
65.0,party,25,35.0,65.0,37.0,12.0,25.0,25.0,8.0,25.0,,24.0,,1.0,19.0,,3.0,3.0,6.0,,18.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,,,24.0,19.0,12.0,18.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,40.0,0.0,0.0,3.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
66.0,enemies,22,40.0,8.0,68.0,36.0,9.0,22.0,10.0,22.0,1.0,7.0,,1.0,14.0,1.0,6.0,1.0,7.0,1.0,19.0,1.0,2.0,,0.0,1.0,2.0,3.0,1.0,1.0,,,7.0,14.0,14.0,19.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,55.0,15.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
67.0,enemies,20,38.0,8.0,61.0,35.0,6.0,20.0,6.0,20.0,,5.0,,1.0,17.0,,2.0,1.0,6.0,,18.0,1.0,1.0,,0.0,1.0,2.0,3.0,,,,,5.0,17.0,12.0,18.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,56.0,8.0,"[True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
68.0,enemies,16,37.0,12.0,26.0,81.0,8.0,16.0,10.0,16.0,,6.0,,2.0,12.0,1.0,1.0,2.0,7.0,2.0,13.0,1.0,2.0,,0.0,1.0,2.0,3.0,1.0,,,,6.0,12.0,14.0,13.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,57.0,12.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
69.0,enemies,13,25.0,16.0,72.0,39.0,7.0,13.0,6.0,13.0,,7.0,,,11.0,2.0,,,5.0,1.0,11.0,,2.0,,0.0,1.0,2.0,3.0,,,,,7.0,11.0,10.0,11.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,59.0,23.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
70.0,enemies,12,21.0,7.0,41.0,54.0,6.0,12.0,12.0,12.0,,5.0,1.0,,9.0,1.0,,2.0,8.0,,9.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,,,5.0,9.0,16.0,9.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,70.0,14.0,"[True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
71.0,enemies,27,41.0,47.0,78.0,22.0,18.0,27.0,5.0,27.0,1.0,15.0,2.0,,25.0,1.0,,1.0,4.0,,23.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,,1.0,,,15.0,25.0,8.0,23.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,13.0,12.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
72.0,enemies,28,45.0,19.0,64.0,35.0,9.0,28.0,10.0,28.0,1.0,8.0,,,26.0,,1.0,1.0,8.0,2.0,16.0,5.0,4.0,3.0,0.0,1.0,2.0,3.0,,,,,8.0,26.0,16.0,16.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,38.0,12.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
73.0,enemies,25,35.0,16.0,99.0,7.0,19.0,25.0,10.0,25.0,1.0,14.0,1.0,3.0,22.0,2.0,,1.0,5.0,,20.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,4.0,,,14.0,22.0,10.0,20.0,1.0,2.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,50.0,12.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
74.0,enemies,8,9.0,5.0,31.0,69.0,7.0,8.0,8.0,8.0,1.0,5.0,,1.0,5.0,2.0,1.0,,6.0,,8.0,,,,0.0,1.0,2.0,3.0,2.0,,,,5.0,5.0,12.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,70.0,30.0,"[True, True, True, True, True, True, True, False]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]"
75.0,enemies,17,24.0,19.0,62.0,32.0,11.0,17.0,8.0,17.0,1.0,8.0,2.0,,13.0,1.0,1.0,2.0,7.0,1.0,13.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,,,,,8.0,13.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,58.0,8.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
76.0,enemies,25,34.0,11.0,85.0,12.0,18.0,25.0,8.0,25.0,2.0,12.0,2.0,2.0,18.0,1.0,4.0,2.0,5.0,1.0,16.0,2.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,,,,12.0,18.0,10.0,16.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,58.0,12.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
77.0,enemies,16,20.0,33.0,65.0,25.0,11.0,16.0,10.0,16.0,2.0,8.0,,1.0,15.0,1.0,,,9.0,,14.0,,1.0,1.0,0.0,1.0,2.0,3.0,,1.0,,,8.0,15.0,18.0,14.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,51.0,15.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
78.0,enemies,8,17.0,8.0,46.0,62.0,6.0,8.0,8.0,8.0,,5.0,,1.0,8.0,,,,7.0,,5.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,,,5.0,8.0,14.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,70.0,16.0,"[True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]"
79.0,enemies,16,23.0,8.0,42.0,57.0,12.0,16.0,14.0,16.0,2.0,8.0,1.0,1.0,10.0,2.0,3.0,1.0,7.0,3.0,11.0,3.0,,2.0,0.0,1.0,2.0,3.0,3.0,1.0,,,8.0,10.0,14.0,11.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,70.0,9.0,"[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
80.0,enemies,16,18.0,8.0,35.0,59.0,11.0,16.0,16.0,16.0,,8.0,1.0,2.0,10.0,2.0,1.0,3.0,14.0,,11.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,,2.0,,,8.0,10.0,28.0,11.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,70.0,5.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
81.0,enemies,23,18.0,21.0,79.0,16.0,10.0,23.0,10.0,23.0,2.0,8.0,,,16.0,1.0,1.0,5.0,8.0,,15.0,2.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,,,8.0,16.0,16.0,15.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,61.0,6.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
82.0,enemies,21,28.0,23.0,67.0,33.0,12.0,21.0,10.0,21.0,,9.0,2.0,1.0,16.0,2.0,3.0,,8.0,,18.0,1.0,2.0,,0.0,1.0,2.0,3.0,1.0,1.0,,,9.0,16.0,16.0,18.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,52.0,16.0,"[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
83.0,party,23,44.0,57.0,31.0,31.0,20.0,23.0,7.0,23.0,2.0,17.0,1.0,,20.0,1.0,,2.0,5.0,,15.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,,,17.0,20.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,0.0,0.0,2.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
84.0,enemies,12,16.0,8.0,44.0,52.0,6.0,12.0,12.0,12.0,,5.0,,1.0,8.0,2.0,,2.0,11.0,,8.0,2.0,2.0,,0.0,1.0,2.0,3.0,,1.0,,,5.0,8.0,22.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,70.0,8.0,"[True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
85.0,enemies,28,31.0,30.0,70.0,26.0,15.0,28.0,5.0,28.0,,13.0,2.0,,24.0,2.0,1.0,1.0,3.0,1.0,16.0,3.0,5.0,4.0,0.0,1.0,2.0,3.0,1.0,,,,13.0,24.0,6.0,16.0,2.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,40.0,9.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
